dataset,gate_value,ari,binary_ari,cluster_purity,tactic_coherence,attack_f1,nmi,ami,alt_label_col,alt_ari,alt_ami,homogeneity,completeness,v_measure,n_clusters,n_hgnn_clusters,n_uf_clusters,pct_uf_routed,avg_confidence,p25_confidence,threshold_used,confidence_mode,skip_gate_sweep,latency_s,git_hash,bridge_edge_records,bridge_edge_pct,unique_bridge_flows
UNSW-NB15,0.4,0.4396632977880387,,0.7825,-0.14618357654980724,,0.6012744264959249,0.5980909003516819,attack_cat,0.44139805354532935,0.5999887290498149,0.6371981035089431,0.5691851539175244,0.6012744264959249,8,0,0,0.0,1.0,1.0,,gaec,False,28.389253499975894,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.5,0.4396632977880387,,0.7825,-0.14618357654980724,,0.6012744264959249,0.5980909003516819,attack_cat,0.44139805354532935,0.5999887290498149,0.6371981035089431,0.5691851539175244,0.6012744264959249,8,0,0,0.0,1.0,1.0,,gaec,False,6.726801500015426,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.55,0.4396632977880387,,0.7825,-0.14618357654980724,,0.6012744264959249,0.5980909003516819,attack_cat,0.44139805354532935,0.5999887290498149,0.6371981035089431,0.5691851539175244,0.6012744264959249,8,0,0,0.0,1.0,1.0,,gaec,False,6.732654899999034,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.6,0.4396632977880387,,0.7825,-0.14618357654980724,,0.6012744264959249,0.5980909003516819,attack_cat,0.44139805354532935,0.5999887290498149,0.6371981035089431,0.5691851539175244,0.6012744264959249,8,0,0,0.0,1.0,1.0,,gaec,False,7.157512899953872,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.65,0.4396632977880387,,0.7825,-0.14618357654980724,,0.6012744264959249,0.5980909003516819,attack_cat,0.44139805354532935,0.5999887290498149,0.6371981035089431,0.5691851539175244,0.6012744264959249,8,0,0,0.0,1.0,1.0,,gaec,False,6.69975600001635,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.7,0.4396632977880387,,0.7825,-0.14618357654980724,,0.6012744264959249,0.5980909003516819,attack_cat,0.44139805354532935,0.5999887290498149,0.6371981035089431,0.5691851539175244,0.6012744264959249,8,0,0,0.0,1.0,1.0,,gaec,False,6.644402700010687,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.75,0.4396632977880387,,0.7825,-0.14618357654980724,,0.6012744264959249,0.5980909003516819,attack_cat,0.44139805354532935,0.5999887290498149,0.6371981035089431,0.5691851539175244,0.6012744264959249,8,0,0,0.0,1.0,1.0,,gaec,False,6.688296500011347,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.8,0.4396632977880387,,0.7825,-0.14618357654980724,,0.6012744264959249,0.5980909003516819,attack_cat,0.44139805354532935,0.5999887290498149,0.6371981035089431,0.5691851539175244,0.6012744264959249,8,0,0,0.0,1.0,1.0,,gaec,False,6.744981800031383,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.9,0.4396632977880387,,0.7825,-0.14618357654980724,,0.6012744264959249,0.5980909003516819,attack_cat,0.44139805354532935,0.5999887290498149,0.6371981035089431,0.5691851539175244,0.6012744264959249,8,0,0,0.0,1.0,1.0,,gaec,False,7.008696200035047,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.4,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,8.003801799961366,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.5,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,7.914566699997522,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.55,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,7.890400499978568,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.6,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,8.057922100008,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.65,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,7.849575599946547,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.7,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,7.839934399991762,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.75,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,7.77365219994681,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.8,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,7.805003900022712,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.9,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,7.792379500053357,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
OpTC,0.4,0.04723621318708239,0.9986444606312034,0.9998999899989999,,0.0,0.14885403700438837,0.14797315757516108,,,,0.9948189360615275,0.0804455210307856,0.14885403700438835,24,0,0,0.0,0.9937993884086609,1.0,,gaec,False,8.501539299963042,604c5171fbc2765865d18446665e87b9c1394e9c,6477,0.6477647764776477,6477
