dataset,gate_value,ari,binary_ari,cluster_purity,tactic_coherence,attack_f1,nmi,ami,alt_label_col,alt_ari,alt_ami,homogeneity,completeness,v_measure,n_clusters,n_hgnn_clusters,n_uf_clusters,pct_uf_routed,avg_confidence,p25_confidence,threshold_used,confidence_mode,skip_gate_sweep,latency_s,git_hash,bridge_edge_records,bridge_edge_pct,unique_bridge_flows
UNSW-NB15,0.4,0.39733808885005567,,0.7635,-0.1680198285384452,,0.5895763178990182,0.5863107344346904,attack_cat,0.39918098059305485,0.5896061808983529,0.6266464262332451,0.5566471126773131,0.5895763178990182,8,0,0,0.0,1.0,1.0,,gaec,False,23.22332779999124,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.5,0.39733808885005567,,0.7635,-0.1680198285384452,,0.5895763178990182,0.5863107344346904,attack_cat,0.39918098059305485,0.5896061808983529,0.6266464262332451,0.5566471126773131,0.5895763178990182,8,0,0,0.0,1.0,1.0,,gaec,False,5.912871699954849,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.55,0.39733808885005567,,0.7635,-0.1680198285384452,,0.5895763178990182,0.5863107344346904,attack_cat,0.39918098059305485,0.5896061808983529,0.6266464262332451,0.5566471126773131,0.5895763178990182,8,0,0,0.0,1.0,1.0,,gaec,False,5.9765104000107385,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.6,0.39733808885005567,,0.7635,-0.1680198285384452,,0.5895763178990182,0.5863107344346904,attack_cat,0.39918098059305485,0.5896061808983529,0.6266464262332451,0.5566471126773131,0.5895763178990182,8,0,0,0.0,1.0,1.0,,gaec,False,5.88736950000748,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.65,0.39733808885005567,,0.7635,-0.1680198285384452,,0.5895763178990182,0.5863107344346904,attack_cat,0.39918098059305485,0.5896061808983529,0.6266464262332451,0.5566471126773131,0.5895763178990182,8,0,0,0.0,1.0,1.0,,gaec,False,5.829679900023621,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.7,0.39733808885005567,,0.7635,-0.1680198285384452,,0.5895763178990182,0.5863107344346904,attack_cat,0.39918098059305485,0.5896061808983529,0.6266464262332451,0.5566471126773131,0.5895763178990182,8,0,0,0.0,1.0,1.0,,gaec,False,5.928865599969868,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.75,0.39733808885005567,,0.7635,-0.1680198285384452,,0.5895763178990182,0.5863107344346904,attack_cat,0.39918098059305485,0.5896061808983529,0.6266464262332451,0.5566471126773131,0.5895763178990182,8,0,0,0.0,1.0,1.0,,gaec,False,5.907592300034594,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.8,0.39733808885005567,,0.7635,-0.1680198285384452,,0.5895763178990182,0.5863107344346904,attack_cat,0.39918098059305485,0.5896061808983529,0.6266464262332451,0.5566471126773131,0.5895763178990182,8,0,0,0.0,1.0,1.0,,gaec,False,5.9054236999945715,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
UNSW-NB15,0.9,0.39733808885005567,,0.7635,-0.1680198285384452,,0.5895763178990182,0.5863107344346904,attack_cat,0.39918098059305485,0.5896061808983529,0.6266464262332451,0.5566471126773131,0.5895763178990182,8,0,0,0.0,1.0,1.0,,gaec,False,5.868671799951699,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.4,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,6.956718900008127,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.5,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,6.749100600020029,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.55,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,6.814916500006802,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.6,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,6.736152999976184,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
TON_IoT,0.65,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,6.722401799983345,604c5171fbc2765865d18446665e87b9c1394e9c,0,0.0,0
