dataset,gate_value,ari,binary_ari,nmi,ami,alt_label_col,alt_ari,alt_ami,homogeneity,completeness,v_measure,n_clusters,n_hgnn_clusters,n_uf_clusters,pct_uf_routed,avg_confidence,p25_confidence,threshold_used,confidence_mode,skip_gate_sweep,latency_s,git_hash,bridge_edge_records,bridge_edge_pct,unique_bridge_flows
UNSW-NB15,0.4,0.5381949691817287,,0.6669414738053868,0.664230027636069,attack_cat,0.5386671633093318,0.6645313859829637,0.6945720908024873,0.6414250859226207,0.6669414738053869,8,0,0,0.0,1.0,1.0,,gaec,False,26.295710199992754,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.5,0.5381949691817287,,0.6669414738053868,0.664230027636069,attack_cat,0.5386671633093318,0.6645313859829637,0.6945720908024873,0.6414250859226207,0.6669414738053869,8,0,0,0.0,1.0,1.0,,gaec,False,6.4932938999991165,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.55,0.5381949691817287,,0.6669414738053868,0.664230027636069,attack_cat,0.5386671633093318,0.6645313859829637,0.6945720908024873,0.6414250859226207,0.6669414738053869,8,0,0,0.0,1.0,1.0,,gaec,False,6.479584200002137,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.6,0.5381949691817287,,0.6669414738053868,0.664230027636069,attack_cat,0.5386671633093318,0.6645313859829637,0.6945720908024873,0.6414250859226207,0.6669414738053869,8,0,0,0.0,1.0,1.0,,gaec,False,6.490408099998604,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.65,0.5381949691817287,,0.6669414738053868,0.664230027636069,attack_cat,0.5386671633093318,0.6645313859829637,0.6945720908024873,0.6414250859226207,0.6669414738053869,8,0,0,0.0,1.0,1.0,,gaec,False,6.61129990000336,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.7,0.5381949691817287,,0.6669414738053868,0.664230027636069,attack_cat,0.5386671633093318,0.6645313859829637,0.6945720908024873,0.6414250859226207,0.6669414738053869,8,0,0,0.0,1.0,1.0,,gaec,False,6.59247210000467,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.75,0.5381949691817287,,0.6669414738053868,0.664230027636069,attack_cat,0.5386671633093318,0.6645313859829637,0.6945720908024873,0.6414250859226207,0.6669414738053869,8,0,0,0.0,1.0,1.0,,gaec,False,6.685764499998186,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.8,0.5381949691817287,,0.6669414738053868,0.664230027636069,attack_cat,0.5386671633093318,0.6645313859829637,0.6945720908024873,0.6414250859226207,0.6669414738053869,8,0,0,0.0,1.0,1.0,,gaec,False,6.061582299997099,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.9,0.5381949691817287,,0.6669414738053868,0.664230027636069,attack_cat,0.5386671633093318,0.6645313859829637,0.6945720908024873,0.6414250859226207,0.6669414738053869,8,0,0,0.0,1.0,1.0,,gaec,False,5.868339099994046,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
TON_IoT,0.4,-0.001341950417973059,,0.3019397445317487,0.29406057750444,,,,0.24912731089099405,0.3831672752464132,0.30193974453174877,43,43,0,0.0,0.985551118850708,1.0,,gaec,False,41.618625000002794,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
TON_IoT,0.5,-0.011408674706731087,,0.2804578408788611,0.2724270558852884,,,,0.2292224005547778,0.3611906145109605,0.2804578408788611,42,42,0,0.0,0.986257016658783,1.0,,gaec,False,26.47343249998812,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
TON_IoT,0.55,0.06309126866764042,,0.4002441164060618,0.39341562616812076,,,,0.358804432886247,0.4525057161824906,0.4002441164060619,47,47,0,0.0,0.9835434556007385,1.0,,gaec,False,26.598068899998907,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
TON_IoT,0.6,0.056054996095448145,,0.35226706564798654,0.3451848428283918,,,,0.3210929942967285,0.3901452369920286,0.3522670656479866,46,46,0,0.0,0.9817283749580383,1.0,,gaec,False,26.591879300001892,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
TON_IoT,0.65,0.058335065298263114,,0.4034221181478282,0.3964156116525906,,,,0.3665501318894172,0.4485418053148831,0.40342211814782813,49,49,0,0.0,0.9796940684318542,1.0,,gaec,False,26.542070100011188,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
TON_IoT,0.7,-0.014623622093590858,,0.27438844448807403,0.26543110812871645,,,,0.22283619793619097,0.35697260153790233,0.274388444488074,46,46,0,0.0,0.9807126522064209,1.0,,gaec,False,26.982087099997443,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
TON_IoT,0.75,0.08162792930757323,,0.43403657284410146,0.42747109568775926,,,,0.40649679749922946,0.4655791199108659,0.43403657284410146,50,50,0,0.0,0.97962886095047,1.0,,gaec,False,32.71506230000523,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
TON_IoT,0.8,-0.015642838452865664,,0.2588848089508625,0.25124234479034196,,,,0.20047874109733876,0.3653123391197499,0.2588848089508625,37,37,0,0.0,0.984228253364563,1.0,,gaec,False,33.679106800002046,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
