dataset,method,runtime_seconds,n_true_classes,ari,nmi,ami,homogeneity,completeness,v_measure,silhouette,coverage,binary_ari,seed
UNSW-NB15,K-Means,1.727910041809082,8,-0.003727642383891553,0.012427852731116532,0.010095845546138274,0.006540853753764495,0.12432235737967291,0.012427852731116532,0.0,1.0,,42
UNSW-NB15,DBSCAN,0.12139773368835449,8,0.4972989460890841,0.5194537335281606,0.5048405360292038,0.7692683954933456,0.39211655733026146,0.5194537335281606,1.0,0.7066,,42
UNSW-NB15,Spectral,6.278548002243042,8,0.2795710173672024,0.36233427018700287,0.36119263140963126,0.3390852801113685,0.38900601791645706,0.3623342701870028,0.0,1.0,,42
UNSW-NB15,HDBSCAN,0.16270661354064941,8,0.41885858691112615,0.45655739142655427,0.44704176590353173,0.6883808240114189,0.3415386867272449,0.45655739142655427,0.9138566417556389,0.837,,42
UNSW-NB15,K-Means-emb,0.19580340385437012,8,0.6078311371713028,0.6380233650596425,0.637460580174292,0.6736849454539547,0.6059474745076797,0.6380233650596425,0.0,1.0,,42
UNSW-NB15,Spectral-emb,3.597487688064575,8,0.13366372431003234,0.3970542503452115,0.3958335803020598,0.33218670168935954,0.4934032609230374,0.3970542503452115,0.0,1.0,,42
UNSW-NB15,HDBSCAN-emb,1.0859856605529785,8,0.4309904312069985,0.7201699399110212,0.718541862281474,0.987181422173628,0.5668493123931584,0.7201699399110211,-0.133627787232399,0.8249,,42
UNSW-NB15,MITRE-CORE,7.319940805435181,8,0.5016967804506702,0.5715199088936656,0.5708450836216604,0.520067613666121,0.6342707621495877,0.5715199088936656,0.0,1.0,,42
NSL-KDD,K-Means,0.03167366981506348,10,0.020548463564067487,0.0852881080432452,0.08302254902999744,0.04652312533256513,0.51144578454645,0.08528810804324521,0.0,1.0,,42
NSL-KDD,DBSCAN,0.25108957290649414,10,0.7529144109805038,0.607356258089711,0.600504176296612,1.0000000000000004,0.43611746479871477,0.6073562580897109,1.0,0.577,,42
NSL-KDD,Spectral,10.616977214813232,10,0.2605141600067989,0.38790977600158694,0.38662661753190325,0.5321879608603324,0.30517552725218483,0.387909776001587,0.0,1.0,,42
NSL-KDD,HDBSCAN,0.21148180961608887,10,0.5052919802017806,0.5493770358729377,0.5466464680328362,0.9843606049580602,0.3810105549251354,0.5493770358729378,0.7678806774138089,0.8186,,42
NSL-KDD,K-Means-emb,0.24274754524230957,10,0.3183543816630974,0.5962495298236178,0.5954533204712745,0.9433043914439204,0.43588233164008444,0.5962495298236177,0.0,1.0,,42
NSL-KDD,Spectral-emb,3.3502230644226074,10,0.3737623676973128,0.5435518164038879,0.5425972472283601,0.7653880959715091,0.4214118898675199,0.5435518164038878,0.0,1.0,,42
NSL-KDD,HDBSCAN-emb,1.0981237888336182,10,0.4008401717600864,0.5806904769435947,0.5795628853210895,0.9985226094209705,0.4093837180411978,0.5806904769435947,-0.01980152167379856,0.9398,,42
NSL-KDD,MITRE-CORE,6.488725185394287,10,0.5978912144589102,0.6750207023594037,0.674101453133666,0.9267495528313758,0.5308329217658743,0.6750207023594037,0.0,1.0,,42
CICIDS2017,K-Means,0.0586698055267334,16,0.05868227241158216,0.2198891737406959,0.2161978649213596,0.36952086653723115,0.15651206290322697,0.2198891737406959,0.0,1.0,,42
CICIDS2017,DBSCAN,0.053785085678100586,16,0.9774276630913009,0.8637387648468515,0.8630397145289512,1.0,0.7601586132879332,0.8637387648468515,1.0,0.1023,,42
CICIDS2017,Spectral,7.246427059173584,16,0.05503352904854518,0.2649338576513837,0.2612712220503143,0.4428396026843853,0.1890037592571619,0.2649338576513837,0.0,1.0,,42
CICIDS2017,HDBSCAN,0.19362521171569824,16,0.10286961495818571,0.2762558742873755,0.2679522386566214,0.5901800498851375,0.18033397154061787,0.2762558742873755,0.333845217313994,0.7921,,42
CICIDS2017,K-Means-emb,0.2657470703125,16,0.13296828421563012,0.5245482822301354,0.5222595451128011,0.9386226746312099,0.36397869385511544,0.5245482822301354,0.0,1.0,,42
CICIDS2017,Spectral-emb,1.1986925601959229,16,0.04447264998398634,0.30526693705556596,0.3018621075015596,0.4067503742037632,0.2443116496895167,0.3052669370555659,0.0,1.0,,42
CICIDS2017,HDBSCAN-emb,0.3386056423187256,16,0.015336417854288565,0.31672545147267017,0.29857820088303616,1.0000000000000004,0.1881603044196018,0.31672545147267017,0.13622169196605682,0.959,,42
CICIDS2017,MITRE-CORE,7.126509189605713,16,0.10848202581908611,0.4845025661151904,0.4806340476750234,0.9492598450547751,0.3252569032120017,0.4845025661151903,0.0,1.0,,42
TON_IoT,K-Means,0.03848695755004883,10,0.12455825401076363,0.2797373030100697,0.2783108221473032,0.26951371825842746,0.2907671018953575,0.27973730301006966,0.0,1.0,,42
TON_IoT,DBSCAN,0.04815793037414551,10,0.10063493491764851,0.4057820349537143,0.3791708291429201,0.9999999999999998,0.25453359819711546,0.4057820349537143,1.0,0.162,,42
TON_IoT,Spectral,54.556360721588135,10,0.01038109418162444,0.15293075542003956,0.15078634109852898,0.11806825514635733,0.2170074351021615,0.15293075542003956,0.0,1.0,,42
TON_IoT,HDBSCAN,0.18615078926086426,10,0.09355580976491965,0.3804719984622189,0.36725767244462143,0.5371549451557615,0.2945535518715432,0.38047199846221885,0.2518883108585211,0.8235,,42
TON_IoT,K-Means-emb,0.19355463981628418,10,0.7201906546504315,0.8514383033506996,0.8511631594485581,0.8730240456942645,0.830894231417526,0.8514383033506995,0.0,1.0,,42
TON_IoT,Spectral-emb,0.843982458114624,10,0.004639278747673259,0.05418628425287378,0.05156325912398983,0.03839451515770537,0.09204439612472384,0.05418628425287378,0.0,1.0,,42
TON_IoT,HDBSCAN-emb,0.3819262981414795,10,0.0585295948266926,0.5596275578231452,0.5436708458526999,0.996787740817992,0.3890168393136374,0.5596275578231452,0.16957569122314453,0.9611,,42
TON_IoT,MITRE-CORE,6.854384899139404,10,0.362805897719872,0.7040254457531449,0.7017472642308131,0.9319890271146417,0.5656644809941154,0.7040254457531447,0.0,1.0,,42
SQTK_SIEM_kcluster,K-Means,0.024367332458496094,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,42
SQTK_SIEM_kcluster,DBSCAN,0.27689576148986816,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,42
SQTK_SIEM_kcluster,Spectral,0.26476049423217773,11,-0.002593080093500909,0.0056055806901595725,0.0006337717483078885,0.005772019023587044,0.005448471957727346,0.005605580690159572,0.0,1.0,,42
SQTK_SIEM_kcluster,HDBSCAN,0.04702281951904297,11,0.0,0.0,,,,,0.0,0.0,,42
SQTK_SIEM_kcluster,K-Means-emb,0.13789939880371094,11,0.25357529908615806,0.4081439430014124,0.40524803155443057,0.4454061370734781,0.37663506240557565,0.4081439430014124,-0.017613815143704414,1.0,,42
SQTK_SIEM_kcluster,Spectral-emb,2.844064235687256,11,0.13060265789885991,0.2983409387804024,0.2945279839886438,0.2863396139771326,0.311392294167936,0.2983409387804024,-0.4255513846874237,1.0,,42
SQTK_SIEM_kcluster,HDBSCAN-emb,0.35955047607421875,11,0.19203442341665408,0.47702999373611127,0.46084929319650303,0.7589150832702091,0.3478335869633804,0.4770299937361112,-0.22066769003868103,0.8052941176470588,,42
SQTK_SIEM_kcluster,MITRE-CORE,2.579216718673706,11,0.3638524403261379,0.5233726710547166,0.5170868270492737,0.6641254404196494,0.43184807520239593,0.5233726710547166,-0.3618333041667938,1.0,,42
OpTC,K-Means,0.013355016708374023,2,0.07837207302446021,0.1111956056674111,0.11108680336809344,0.2638890992645752,0.07043815254059557,0.11119560566741113,0.0,1.0,0.0,42
OpTC,DBSCAN,0.10096573829650879,2,0.0024279418804692768,0.09975248131316053,0.08028102470627461,0.7658143326250483,0.05335089776721585,0.09975248131316053,1.0,0.2381,0.6407868978498777,42
OpTC,Spectral,96.40791893005371,2,0.01502103415205999,0.0010651950413102652,0.0006586760350690279,0.0007835235023326626,0.0016630508802937996,0.0010651950413102652,0.0,1.0,0.0,42
OpTC,HDBSCAN,0.2198488712310791,2,0.09326002972608374,0.05234506358889813,0.05102800547979042,0.3272875164233564,0.02844741499687634,0.05234506358889813,0.5516976466695792,0.9006,0.0,42
OpTC,K-Means-emb,0.04307842254638672,2,0.07843781624232374,0.11123522131015677,0.11112641543901991,0.2639627498623563,0.07046469864930519,0.11123522131015674,0.0,1.0,0.0,42
OpTC,Spectral-emb,0.22772789001464844,2,-0.05246887353148082,0.02533232593626717,0.025177559026527338,0.0463981291961452,0.017422235687134868,0.02533232593626717,0.0,1.0,0.0,42
OpTC,HDBSCAN-emb,0.20110177993774414,2,0.021137585829420446,0.11474613117555174,0.11316569435375574,1.0000000000000067,0.06086508192506813,0.11474613117555171,0.00010156200733035803,0.9989,1.0,42
OpTC,MITRE-CORE,8.29710841178894,2,0.054160766153659966,0.19023649416561947,0.18992016909645956,1.000000000000001,0.10511676998255749,0.19023649416561944,0.0,1.0,1.0,42
UNSW-NB15,K-Means,0.029987812042236328,8,-0.002930699466007902,0.016460604668483248,0.014135071160902068,0.008738886956436818,0.14141930089390553,0.016460604668483245,0.0,1.0,,43
UNSW-NB15,DBSCAN,0.13352084159851074,8,0.5014930494053356,0.5140287696632284,0.49956391378815074,0.7607498305114015,0.38814749165761975,0.5140287696632284,1.0,0.7144,,43
UNSW-NB15,Spectral,17.057624101638794,8,0.344904588925263,0.4009710366007368,0.3998719852565036,0.3533309685835525,0.46345993444227634,0.40097103660073674,0.0,1.0,,43
UNSW-NB15,HDBSCAN,0.17385149002075195,8,0.41198950833392534,0.4457554542697377,0.4356722353985535,0.6792976529941882,0.3317127679348098,0.44575545426973767,0.9136617742532412,0.8567,,43
UNSW-NB15,K-Means-emb,0.18291687965393066,8,0.5057364663957686,0.5848526203955324,0.584210320532931,0.6224941608219402,0.5515037899770623,0.5848526203955323,0.0,1.0,,43
UNSW-NB15,Spectral-emb,3.5742082595825195,8,0.1455728714069389,0.3767434638265212,0.37552184949167583,0.3255860640285759,0.446973795101387,0.3767434638265212,0.0,1.0,,43
UNSW-NB15,HDBSCAN-emb,1.117173194885254,8,0.4447651765046051,0.7249995745427831,0.72355833401767,0.9765758725583115,0.5764897128201225,0.7249995745427833,-0.17216165363788605,0.8516,,43
UNSW-NB15,MITRE-CORE,7.412753343582153,8,0.5389302392941409,0.6149704921439096,0.6142714424185586,0.5723254930526903,0.6644822570240249,0.6149704921439095,0.0,1.0,,43
NSL-KDD,K-Means,0.032254934310913086,10,0.009182549654185263,0.09827886167742586,0.09603082319568303,0.0574981262576757,0.3380222698610122,0.09827886167742586,0.0,1.0,,43
NSL-KDD,DBSCAN,0.19068694114685059,10,0.74793545873612,0.6045245962695339,0.5981193212533162,0.9999999999999997,0.4332033331819993,0.6045245962695339,1.0,0.5799,,43
NSL-KDD,Spectral,6.124623775482178,10,0.35760133724971915,0.4710848680479668,0.4701192111005647,0.6791714454535702,0.36060242062665954,0.4710848680479668,0.0,1.0,,43
NSL-KDD,HDBSCAN,0.20389533042907715,10,0.5028681939798862,0.5401145290239796,0.5374109218813833,0.9713832421623985,0.3740473182670681,0.5401145290239796,0.7905699399821701,0.8157,,43
NSL-KDD,K-Means-emb,0.22029614448547363,10,0.31903100259203443,0.5953743199296392,0.5946779240705361,0.9440812026666887,0.4347825527959575,0.5953743199296392,0.0,1.0,,43
NSL-KDD,Spectral-emb,2.069953680038452,10,0.32076626560312166,0.4914849300261796,0.49052255778242015,0.6700008213901812,0.38808346596920085,0.4914849300261796,0.0,1.0,,43
NSL-KDD,HDBSCAN-emb,0.985405683517456,10,0.4081584046472866,0.583382196887163,0.5823201308939695,1.0000000000000009,0.4118134020377654,0.5833821968871631,-0.006907176226377487,0.9362,,43
NSL-KDD,MITRE-CORE,6.49552583694458,10,0.9185207214894721,0.8445965696224058,0.84424730383401,0.9452423444361807,0.7633210731422818,0.8445965696224058,0.0,1.0,,43
CICIDS2017,K-Means,0.06456303596496582,16,0.06788808890757912,0.22606006865757808,0.22230065808760413,0.36984582990488246,0.16277693027694662,0.22606006865757808,0.0,1.0,,43
CICIDS2017,DBSCAN,0.05682659149169922,16,0.9841887686740353,0.8822596279079196,0.8815922229710845,1.0,0.7893242920595143,0.8822596279079195,1.0,0.1024,,43
CICIDS2017,Spectral,9.2969331741333,16,0.06893164351712146,0.2687984499136305,0.2650915458266806,0.4578713563950568,0.1902406712931013,0.2687984499136305,0.0,1.0,,43
CICIDS2017,HDBSCAN,0.18416213989257812,16,0.09592756759810525,0.26084510203437355,0.2496489665729921,0.5967488470391487,0.16689924546683796,0.26084510203437355,0.5279507429116778,0.7842,,43
CICIDS2017,K-Means-emb,0.27750539779663086,16,0.13168178028776523,0.5243040698993315,0.5219659577441735,0.9435035478121814,0.3630158154372537,0.5243040698993313,0.0,1.0,,43
CICIDS2017,Spectral-emb,1.5562353134155273,16,0.07507170095516677,0.24926814691535515,0.2455960531740048,0.3075733853775449,0.20954557828206413,0.24926814691535512,0.0,1.0,,43
CICIDS2017,HDBSCAN-emb,0.3269844055175781,16,0.015623103872396658,0.31777795880247445,0.29930202641565484,0.9990867445800292,0.1889363192317527,0.31777795880247445,0.14134113490581512,0.9623,,43
CICIDS2017,MITRE-CORE,6.774888753890991,16,0.11064257773419217,0.4888691837995212,0.4851384422332508,0.9500632154759875,0.32910840999743035,0.48886918379952127,0.0,1.0,,43
