dataset,gate_value,ari,binary_ari,nmi,n_clusters,n_hgnn_clusters,n_uf_clusters,pct_uf_routed,avg_confidence,p25_confidence,threshold_used,confidence_mode,skip_gate_sweep,latency_s,git_hash,bridge_edge_records,bridge_edge_pct,unique_bridge_flows,epsilon
UNSW-NB15,0.4,0.0995280254941007,,0.1212435220351095,4,4,0,0.0,0.6050978899002075,0.0,,gaec,False,2.121509100004914,9943d1b8a30910daac62ea2c11de56860eb4a8e3,0,0.0,0,0.0
UNSW-NB15,0.4,0.0995280254941007,,0.1212435220351095,4,4,0,0.0,0.6050978899002075,0.0,,gaec,False,1.9813367999959155,9943d1b8a30910daac62ea2c11de56860eb4a8e3,0,0.0,0,0.05
UNSW-NB15,0.4,0.0995280254941007,,0.1212435220351095,4,4,0,0.0,0.6050978899002075,0.0,,gaec,False,1.9309817000030307,9943d1b8a30910daac62ea2c11de56860eb4a8e3,0,0.0,0,0.1
UNSW-NB15,0.4,0.0995280254941007,,0.1212435220351095,4,4,0,0.0,0.6050978899002075,0.0,,gaec,False,1.9391313000014636,9943d1b8a30910daac62ea2c11de56860eb4a8e3,0,0.0,0,0.15
UNSW-NB15,0.4,0.0995280254941007,,0.1212435220351095,4,4,0,0.0,0.6050978899002075,0.0,,gaec,False,1.9754636000070604,9943d1b8a30910daac62ea2c11de56860eb4a8e3,0,0.0,0,0.2
UNSW-NB15,0.4,0.0856038449996145,,0.078811668584379,3,3,0,0.0,0.688429057598114,0.0,,gaec,False,1.971763199995621,9943d1b8a30910daac62ea2c11de56860eb4a8e3,0,0.0,0,0.25
UNSW-NB15,0.4,0.0243892773040951,,0.0182024343472101,2,2,0,0.0,0.7210850119590759,0.0,,gaec,False,1.9773447999978089,9943d1b8a30910daac62ea2c11de56860eb4a8e3,0,0.0,0,0.3
