dataset,gate_value,ari,binary_ari,cluster_purity,tactic_coherence,attack_f1,nmi,ami,alt_label_col,alt_ari,alt_ami,homogeneity,completeness,v_measure,n_clusters,n_hgnn_clusters,n_uf_clusters,pct_uf_routed,avg_confidence,p25_confidence,threshold_used,confidence_mode,skip_gate_sweep,latency_s,git_hash,bridge_edge_records,bridge_edge_pct,unique_bridge_flows
UNSW-NB15,0.4,0.4637970680958375,,0.809,-0.4201789023362635,,0.6608727630557796,0.6580832947063374,attack_cat,0.46577109292261365,0.6613612392105106,0.6831590842010623,0.63999457386919,0.6608727630557797,8,0,0,0.0,1.0,1.0,,gaec,False,34.7596567999999,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
UNSW-NB15,0.5,0.4637970680958375,,0.809,-0.4201789023362635,,0.6608727630557796,0.6580832947063374,attack_cat,0.46577109292261365,0.6613612392105106,0.6831590842010623,0.63999457386919,0.6608727630557797,8,0,0,0.0,1.0,1.0,,gaec,False,7.502233899999737,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
UNSW-NB15,0.55,0.4637970680958375,,0.809,-0.4201789023362635,,0.6608727630557796,0.6580832947063374,attack_cat,0.46577109292261365,0.6613612392105106,0.6831590842010623,0.63999457386919,0.6608727630557797,8,0,0,0.0,1.0,1.0,,gaec,False,7.71696189999966,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
UNSW-NB15,0.6,0.4637970680958375,,0.809,-0.4201789023362635,,0.6608727630557796,0.6580832947063374,attack_cat,0.46577109292261365,0.6613612392105106,0.6831590842010623,0.63999457386919,0.6608727630557797,8,0,0,0.0,1.0,1.0,,gaec,False,7.913971199999651,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
UNSW-NB15,0.65,0.4637970680958375,,0.809,-0.4201789023362635,,0.6608727630557796,0.6580832947063374,attack_cat,0.46577109292261365,0.6613612392105106,0.6831590842010623,0.63999457386919,0.6608727630557797,8,0,0,0.0,1.0,1.0,,gaec,False,7.530950599999414,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
UNSW-NB15,0.7,0.4637970680958375,,0.809,-0.4201789023362635,,0.6608727630557796,0.6580832947063374,attack_cat,0.46577109292261365,0.6613612392105106,0.6831590842010623,0.63999457386919,0.6608727630557797,8,0,0,0.0,1.0,1.0,,gaec,False,7.451758499999414,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
UNSW-NB15,0.75,0.4637970680958375,,0.809,-0.4201789023362635,,0.6608727630557796,0.6580832947063374,attack_cat,0.46577109292261365,0.6613612392105106,0.6831590842010623,0.63999457386919,0.6608727630557797,8,0,0,0.0,1.0,1.0,,gaec,False,7.4029467999998815,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
UNSW-NB15,0.8,0.4637970680958375,,0.809,-0.4201789023362635,,0.6608727630557796,0.6580832947063374,attack_cat,0.46577109292261365,0.6613612392105106,0.6831590842010623,0.63999457386919,0.6608727630557797,8,0,0,0.0,1.0,1.0,,gaec,False,7.596487100000559,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
UNSW-NB15,0.9,0.4637970680958375,,0.809,-0.4201789023362635,,0.6608727630557796,0.6580832947063374,attack_cat,0.46577109292261365,0.6613612392105106,0.6831590842010623,0.63999457386919,0.6608727630557797,8,0,0,0.0,1.0,1.0,,gaec,False,7.438323400000627,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
TON_IoT,0.4,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,8.08595090000017,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
TON_IoT,0.5,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,7.902074099999481,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
TON_IoT,0.55,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,8.243106899999475,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
TON_IoT,0.6,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,7.873374200000399,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
TON_IoT,0.65,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,7.858974499999931,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
TON_IoT,0.7,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,8.16735560000052,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
TON_IoT,0.75,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,7.950321399999666,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
TON_IoT,0.8,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,8.015979799999513,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
TON_IoT,0.9,0.43122278691053667,,0.9226535921552932,0.004446944174676786,0.9687660010240655,0.7184465257358335,0.716747034750583,,,,0.9200505980583927,0.5893143167243511,0.7184465257358333,37,37,0,0.0,0.8998231887817383,1.0,,gaec,False,8.032360399999561,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,0,0.0,0
OpTC,0.4,0.04723621318708239,0.9986444606312034,0.9998999899989999,,0.0,0.14885403700438837,0.14797315757516108,,,,0.9948189360615275,0.0804455210307856,0.14885403700438835,24,0,0,0.0,0.9937993884086609,1.0,,gaec,False,9.059894299999542,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,6477,0.6477647764776477,6477
OpTC,0.5,0.04723621318708239,0.9986444606312034,0.9998999899989999,,0.0,0.14885403700438837,0.14797315757516108,,,,0.9948189360615275,0.0804455210307856,0.14885403700438835,24,0,0,0.0,0.9937993884086609,1.0,,gaec,False,9.583673299999646,d1b8ab83cf6cd15bbac5c0e3375286f371d3da7e,6477,0.6477647764776477,6477
