dataset,gate_value,ari,nmi,n_clusters,n_hgnn_clusters,n_uf_clusters,pct_uf_routed,bridge_edge_records,bridge_edge_pct,unique_bridge_flows,avg_confidence,p25_confidence,threshold_used,skip_gate_sweep,latency_s,git_hash
OpTC_Temporal,0.4,1.0,1.0,1,1,0,0.0,10000,1.0,10000,0.12453705072402954,0.12453732639551163,0.0,False,58.11768210004084,a6cee90f2068e95838fd710d6cd82300ddff1215
OpTC_Temporal,0.5,1.0,1.0,1,1,0,0.0,10000,1.0,10000,0.11255888640880585,0.11255896091461182,0.0,False,57.2471935999929,a6cee90f2068e95838fd710d6cd82300ddff1215
OpTC_Temporal,0.55,1.0,1.0,1,1,0,0.0,10000,1.0,10000,0.11878074705600739,0.11878091841936111,0.0,False,53.16381719999481,a6cee90f2068e95838fd710d6cd82300ddff1215
OpTC_Temporal,0.6,1.0,1.0,1,1,0,0.0,10000,1.0,10000,0.11387292295694351,0.1138732060790062,0.0,False,57.30132530000992,a6cee90f2068e95838fd710d6cd82300ddff1215
OpTC_Temporal,0.65,1.0,1.0,1,1,0,0.0,10000,1.0,10000,0.12216608971357346,0.12216657400131226,0.0,False,53.930801999988034,a6cee90f2068e95838fd710d6cd82300ddff1215
OpTC_Temporal,0.7,1.0,1.0,1,1,0,0.0,10000,1.0,10000,0.12329753488302231,0.12329759448766708,0.0,False,60.841631899995264,a6cee90f2068e95838fd710d6cd82300ddff1215
OpTC_Temporal,0.75,1.0,1.0,1,1,0,0.0,10000,1.0,10000,0.1119885966181755,0.11198871582746506,0.0,False,60.31184790004045,a6cee90f2068e95838fd710d6cd82300ddff1215
OpTC_Temporal,0.8,1.0,1.0,1,1,0,0.0,10000,1.0,10000,0.11859411746263504,0.11859364807605743,0.0,False,61.14571040001465,a6cee90f2068e95838fd710d6cd82300ddff1215
OpTC_Temporal,0.9,1.0,1.0,1,1,0,0.0,10000,1.0,10000,0.11977490037679672,0.11977455019950867,0.0,False,62.10646600002656,a6cee90f2068e95838fd710d6cd82300ddff1215
