dataset,gate_value,ari,binary_ari,nmi,ami,alt_label_col,alt_ari,alt_ami,homogeneity,completeness,v_measure,n_clusters,n_hgnn_clusters,n_uf_clusters,pct_uf_routed,avg_confidence,p25_confidence,threshold_used,confidence_mode,skip_gate_sweep,latency_s,git_hash,bridge_edge_records,bridge_edge_pct,unique_bridge_flows
UNSW-NB15,0.4,0.4972738235482934,,0.5487157048241502,0.5461929470204505,attack_cat,0.49741095536155244,0.5457641920781792,0.46369283316460486,0.6719189944735655,0.5487157048241503,5,0,0,0.0,0.9275844693183899,0.9174517542123795,,gaec,False,42.78094830000191,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.5,0.4972738235482934,,0.5487157048241502,0.5461929470204505,attack_cat,0.49741095536155244,0.5457641920781792,0.46369283316460486,0.6719189944735655,0.5487157048241503,5,0,0,0.0,0.9275844693183899,0.9174517542123795,,gaec,False,8.326492599997437,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.55,0.4972738235482934,,0.5487157048241502,0.5461929470204505,attack_cat,0.49741095536155244,0.5457641920781792,0.46369283316460486,0.6719189944735655,0.5487157048241503,5,0,0,0.0,0.9275844693183899,0.9174517542123795,,gaec,False,8.256589399999939,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.6,0.4972738235482934,,0.5487157048241502,0.5461929470204505,attack_cat,0.49741095536155244,0.5457641920781792,0.46369283316460486,0.6719189944735655,0.5487157048241503,5,0,0,0.0,0.9275844693183899,0.9174517542123795,,gaec,False,8.229539599997224,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.65,0.4972738235482934,,0.5487157048241502,0.5461929470204505,attack_cat,0.49741095536155244,0.5457641920781792,0.46369283316460486,0.6719189944735655,0.5487157048241503,5,0,0,0.0,0.9275844693183899,0.9174517542123795,,gaec,False,8.254661000013584,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.7,0.4972738235482934,,0.5487157048241502,0.5461929470204505,attack_cat,0.49741095536155244,0.5457641920781792,0.46369283316460486,0.6719189944735655,0.5487157048241503,5,0,0,0.0,0.9275844693183899,0.9174517542123795,,gaec,False,8.294527399993967,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.75,0.4972738235482934,,0.5487157048241502,0.5461929470204505,attack_cat,0.49741095536155244,0.5457641920781792,0.46369283316460486,0.6719189944735655,0.5487157048241503,5,0,0,0.0,0.9275844693183899,0.9174517542123795,,gaec,False,8.308654199994635,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.8,0.4972738235482934,,0.5487157048241502,0.5461929470204505,attack_cat,0.49741095536155244,0.5457641920781792,0.46369283316460486,0.6719189944735655,0.5487157048241503,5,0,0,0.0,0.9275844693183899,0.9174517542123795,,gaec,False,8.516442299995106,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
UNSW-NB15,0.9,0.4972738235482934,,0.5487157048241502,0.5461929470204505,attack_cat,0.49741095536155244,0.5457641920781792,0.46369283316460486,0.6719189944735655,0.5487157048241503,5,0,0,0.0,0.9275844693183899,0.9174517542123795,,gaec,False,8.327075200009858,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
TON_IoT,0.4,0.8452811428256679,,0.8658771547494726,0.8656157341306686,,,,0.8467085300231776,0.8859337999121132,0.8658771547494726,10,10,0,0.0,0.987706184387207,0.9999954700469971,,gaec,False,56.54896879999433,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
TON_IoT,0.5,0.8452811428256679,,0.8658771547494726,0.8656157341306686,,,,0.8467085300231776,0.8859337999121132,0.8658771547494726,10,10,0,0.0,0.987706184387207,0.9999954700469971,,gaec,False,32.60716549999779,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
TON_IoT,0.55,0.8452811428256679,,0.8658771547494726,0.8656157341306686,,,,0.8467085300231776,0.8859337999121132,0.8658771547494726,10,10,0,0.0,0.987706184387207,0.9999954700469971,,gaec,False,33.164061499992386,302676aa8255fe3a483d3e386b1a44c5cef60515,0,0.0,0
