dataset,gate_value,ari,binary_ari,nmi,n_clusters,n_hgnn_clusters,n_uf_clusters,pct_uf_routed,avg_confidence,p25_confidence,threshold_used,confidence_mode,skip_gate_sweep,latency_s,git_hash,bridge_edge_records,bridge_edge_pct,unique_bridge_flows
NSL-KDD,0.8,0.005579530386565741,,0.005510335467360187,2,2,0,0.0,0.9467777609825134,1.0,,gaec,False,13.974830500083044,c6ea7c64aebf09093d8109f4fafc77d45f779d3b,0,0.0,0
NSL-KDD,0.9,0.005579530386565741,,0.005510335467360187,2,2,0,0.0,0.9467777609825134,1.0,,gaec,False,14.142899599974044,c6ea7c64aebf09093d8109f4fafc77d45f779d3b,0,0.0,0
CICIDS2017,0.4,0.7492859078834199,,0.7066781963878442,4,4,0,0.0,0.9974116683006287,1.0,,gaec,False,11.424183499999344,c6ea7c64aebf09093d8109f4fafc77d45f779d3b,0,0.0,0
CICIDS2017,0.5,0.7492859078834199,,0.7066781963878442,4,4,0,0.0,0.9974116683006287,1.0,,gaec,False,11.281543600023724,c6ea7c64aebf09093d8109f4fafc77d45f779d3b,0,0.0,0
CICIDS2017,0.55,0.7492859078834199,,0.7066781963878442,4,4,0,0.0,0.9974116683006287,1.0,,gaec,False,11.570356299984269,c6ea7c64aebf09093d8109f4fafc77d45f779d3b,0,0.0,0
CICIDS2017,0.6,0.7492859078834199,,0.7066781963878442,4,4,0,0.0,0.9974116683006287,1.0,,gaec,False,11.786631599999964,c6ea7c64aebf09093d8109f4fafc77d45f779d3b,0,0.0,0
CICIDS2017,0.65,0.7492859078834199,,0.7066781963878442,4,4,0,0.0,0.9974116683006287,1.0,,gaec,False,11.713412999990396,c6ea7c64aebf09093d8109f4fafc77d45f779d3b,0,0.0,0
CICIDS2017,0.7,0.7492859078834199,,0.7066781963878442,4,4,0,0.0,0.9974116683006287,1.0,,gaec,False,11.6558852000162,c6ea7c64aebf09093d8109f4fafc77d45f779d3b,0,0.0,0
CICIDS2017,0.75,0.7492859078834199,,0.7066781963878442,4,4,0,0.0,0.9974116683006287,1.0,,gaec,False,11.154304299969226,c6ea7c64aebf09093d8109f4fafc77d45f779d3b,0,0.0,0
CICIDS2017,0.8,0.7492859078834199,,0.7066781963878442,4,4,0,0.0,0.9974116683006287,1.0,,gaec,False,12.199969899957068,c6ea7c64aebf09093d8109f4fafc77d45f779d3b,0,0.0,0
CICIDS2017,0.9,0.7492859078834199,,0.7066781963878442,4,4,0,0.0,0.9974116683006287,1.0,,gaec,False,12.268914500018582,c6ea7c64aebf09093d8109f4fafc77d45f779d3b,0,0.0,0
