dataset,gate_value,ari,nmi,n_clusters,n_hgnn_clusters,n_uf_clusters,pct_uf_routed,bridge_edge_records,bridge_edge_pct,unique_bridge_flows,avg_confidence,p25_confidence,threshold_used,skip_gate_sweep,latency_s,git_hash
Linux_APT,0.8,0.0,0.0,1,1,0,0.0,0,0.0,0,0.14644958078861237,0.14501486718654633,0.0,False,0.026761399989482015,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
Linux_APT,0.9,0.0,0.0,1,1,0,0.0,0,0.0,0,0.14644958078861237,0.14501486718654633,0.0,False,0.023813400010112673,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
NSL-KDD,0.4,0.2987004141986635,0.26350314748963827,5,5,0,0.0,0,0.0,0,0.32167401909828186,0.2726598381996155,0.0,False,13.714232400001492,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
NSL-KDD,0.5,0.2987004141986635,0.26350314748963827,5,5,0,0.0,0,0.0,0,0.32167401909828186,0.2726598381996155,0.0,False,13.6620861000265,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
NSL-KDD,0.55,0.2987004141986635,0.26350314748963827,5,5,0,0.0,0,0.0,0,0.32167401909828186,0.2726598381996155,0.0,False,13.630701899994165,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
NSL-KDD,0.6,0.2987004141986635,0.26350314748963827,5,5,0,0.0,0,0.0,0,0.32167401909828186,0.2726598381996155,0.0,False,13.56650900002569,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
NSL-KDD,0.65,0.2987004141986635,0.26350314748963827,5,5,0,0.0,0,0.0,0,0.32167401909828186,0.2726598381996155,0.0,False,13.53351030003978,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
NSL-KDD,0.7,0.2987004141986635,0.26350314748963827,5,5,0,0.0,0,0.0,0,0.32167401909828186,0.2726598381996155,0.0,False,13.521332799980883,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
NSL-KDD,0.75,0.2987004141986635,0.26350314748963827,5,5,0,0.0,0,0.0,0,0.32167401909828186,0.2726598381996155,0.0,False,13.615279200021178,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
NSL-KDD,0.8,0.2987004141986635,0.26350314748963827,5,5,0,0.0,0,0.0,0,0.32167401909828186,0.2726598381996155,0.0,False,13.929872600012459,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
NSL-KDD,0.9,0.2987004141986635,0.26350314748963827,5,5,0,0.0,0,0.0,0,0.32167401909828186,0.2726598381996155,0.0,False,13.628363499999978,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
BETH,0.4,0.0,0.0,1,1,0,0.0,0,0.0,0,0.9999995827674866,0.9999995231628418,0.0,False,15.858736599970143,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
BETH,0.5,0.0,0.0,1,1,0,0.0,0,0.0,0,0.9999995827674866,0.9999995231628418,0.0,False,15.69389819999924,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
BETH,0.55,0.0,0.0,1,1,0,0.0,0,0.0,0,0.9999995827674866,0.9999995231628418,0.0,False,15.597188399988227,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
BETH,0.6,0.0,0.0,1,1,0,0.0,0,0.0,0,0.9999995827674866,0.9999995231628418,0.0,False,15.606463500007521,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
BETH,0.65,0.0,0.0,1,1,0,0.0,0,0.0,0,0.9999995827674866,0.9999995231628418,0.0,False,15.59001869999338,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
BETH,0.7,0.0,0.0,1,1,0,0.0,0,0.0,0,0.9999995827674866,0.9999995231628418,0.0,False,15.512716100027319,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
BETH,0.75,0.0,0.0,1,1,0,0.0,0,0.0,0,0.9999995827674866,0.9999995231628418,0.0,False,15.85009360004915,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
BETH,0.8,0.0,0.0,1,1,0,0.0,0,0.0,0,0.9999995827674866,0.9999995231628418,0.0,False,15.671063599991612,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
BETH,0.9,0.0,0.0,1,1,0,0.0,0,0.0,0,0.9999995827674866,0.9999995231628418,0.0,False,15.566040100005921,a7f099e7bb3945343aae94f7f7067ab6dd3a4258
